    07:42:49.058,    -28:22:43.76
    07:42,    +66:20
    07:45:02.3,    -53:51:22
    07:46:59.518,    -45:29:26.65
    07:46,    +66:36
    07:49:49.675,    -42:47:42.14
    07:50,    +57:00
    07:54:40.688,    32:31:56.2
    07:58:29.0708,    -15:28:08.738
    08:04:22.20,    -36:47:35.5
    08:06:05,    +08:17
    08:06:23.40,    -41:22:30.9
    08:07:47.185,    -54:21:26.46
    08:08:11.63,    -39:37:52.9
    08:09:43.890,    -47:53:55.14
    08:12:14.802,    -39:05:48.92
    08:14:59.50,    74:29:05.70
    08:15:08.776,    +09:39:50.7
    08:18:49.3,    -30:49:31
    08:18:25.935,    -32:32:30.53
    08:20:26.3817,    -13:50:55.859
    08:20:59.932,    -38:26:42.88
    08:20:49.11,    -39:21:55.7
    08:20:15.45,    -41:14:36.4
    08:21:44.636,    -42:21:25.46
    08:21:57.3653,    -43:00:17.074
    08:23:9.768,    01:59:12.41
    08:24:16,    +00:27
    08:26:51.3833,    26:37:23.79
    08:31:32.43,    -44:06:11.9
    08:34:16.3,    -41:59:51
    08:34:50,    -60:35
    08:35:03.08,    -37:07:51.5
    08:35:37,    -42:32:37
    08:35:20.61149,    -45:10:34.8751
    08:37:05.642,    06:10:14.56
    08:37:44,    -24:47:48
    08:37:21.1818,    -41:35:14.37
    08:38:18.801,    -26:21:29.55
    08:38:30.8,    -39:47:22
    08:40:33.88,    -53:32:35.5
    08:42:05.37,    -48:51:20.8
    08:43:33.82,    +07:18:47.8
    08:43:09.884,    -50:22:43.10
    08:47:57.33,    -43:16:56.8
    08:48:53,    +16:43
    08:49:42.59,    -63:22:35.0
    08:55:36.18,    -46:44:13.4
    08:55:19.57,    -46:58:22.6
    08:56:59.31,    -61:37:53.3
    08:57:55.159,    -44:24:10.32
    09:00:43.95364,    -31:44:30.903
    09:01:40.12,    -46:24:48.5
    09:02:32.4,    -63:25:12.0
    09:04:59.2,    -42:46:14
    09:04:10.8,    -74:59:42.8
    09:05:23.90,    -45:36:53.0
    09:05:51.922,    -51:27:48.71
    09:05:15.245,    -60:19:22.06
    09:07:15.900,    -51:57:59.25
    09:08:38.1822,    -17:39:37.67
    09:08:35.53,    -49:13:06.5
    09:09:36.0,    -72:12:08.4
    09:10,    +77:28
    09:12:42.70,    -38:51:03
    09:19:27.87,    -60:40:50.4
    09:22:14.022,    06:38:23.30
    09:22:14.961,    -49:49:12.08
    09:22,-52
    09:23:58,    -31:57
    09:24:08.69,    -53:02:44.2
    09:24:31.0,    -58:14:06.4
    09:27:37,    +23:47
    09:28:44,    +06:14
    09:31:19.1180,    -19:02:55.015
    09:32:39.15,    -32:17:14.2
    09:32:22.86,    -53:27:11.0
    09:34:58.20,    -41:54:19.5
    09:34:28.30,    -52:49:27.2
    09:40:58.22,    -54:28:40.6
    09:41:38,    -39:41
    09:41:41.147,    -52:44:04.48
    09:42:15.83,    -55:52:52.3
    09:42:54.462,    -56:57:43.44
    09:43:30.10,    16:31:37
    09:43:25,    +22:56
    09:43,    +41:09
    09:44:28.9559,    -13:54:41.63
    09:45:38.254,    -48:33:14.50
    09:46:07.6,    09:51:55
    09:47:22,    +27:42
    09:49:20.567,    -69:02:41.60
    09:52:17.2,    -38:39:10.2
    09:53:09.3097,    07:55:35.75
    09:54:06.04,    -54:30:53.5
    09:55:29.50,    -53:04:16.7
    09:55,    -61:48
    09:57,    -06:17
    09:57:56.01,    -54:32:03.9
    09:59:26.26,    -48:09:47.5
    10:00:28.141,    -51:49:58.12
    10:01:37.98,    -55:07:06.7
    10:01:08.60,    -55:59:00.2
    10:01:32.23,    -59:39:17.8
    10:02:57.9,    -55:59:37
    10:02:20.50,    -59:19:37.2
    10:03:21.58,    -47:47:02.0
    10:06:36.60,    -63:11:41.2
    10:10:00,    +15:51
    10:12:07,    -42:35
    10:12:33.434101,    +53:07:02.60070
    10:12:54.9,    -58:30:25.6
    10:12:48.5,    -58:57:40
    10:13:31.854,    -59:34:26.7
    10:14:18,    -48:49:42
    10:15:37.96,    -57:19:12.8
    10:16:31.2,    -53:45:13.8
    10:16:12.100,    -58:19:01.15
    10:16:21.16,    -58:57:12.1
    10:17:12.86,    -56:21:30.7
    10:17:51.32828,    -71:56:41.64586
    10:19:52.14,    -57:49:05.9
    10:20:14.03,    -59:21:34
    10:20:11.40,    -60:26:06.8
    10:21:24.82,    -56:01:50.9
    10:22:58.0007,    +10:01:52.77
    10:22:28.1,    -58:13:30
    10:23:47.68720,    00:38:40.8455
    10:23:02.9,    -57:46:05
    10:24:38.678633,    -07:19:19.36778
    10:28:28.0,    -58:19:05.2
    10:31:02.24,    -61:17:50.6
    10:32:27.69,    -52:06:08.5
    10:32:07,    -59:10
    10:35:03.08,    -63:45:18.41
    10:36:13.073,    -49:26:21.77
    10:36:20.04,    -65:59:09.27
    10:36,    -83:17
    10:38:26.933,    +00:32:43.6
    10:38:19.70,    -58:31:27.18
    10:41:36.196,    -19:42:13.61
    10:42:00.61,    -55:21:05.5
    10:43:55.29,    -61:16:50.8
    10:44:32.8,    -57:37:19.3
    10:45:50.18696,    -45:09:54.1223
    10:46:43.23,    +03:04:06.9
    10:46:18.87,    -58:13:51.8
    10:47:56,    -58:41
    10:47:28.282,    -67:09:51.066
    10:48:12.2,    -58:32:05.8
    10:49:50.34,    -58:33:44.6
    10:50:07.12,    -59:53:21.4
    10:52:38.11,    -59:54:44.1
    10:52:53.39,    -63:48:16.6
    10:54:57.75,    -59:43:14.1
    10:54:30.46,    -59:46:31.0
    10:54:08.84,    -64:52:37.5
    10:55:48.5,    -60:22:52
    10:55:39.19,    -60:28:37.5
    10:55:54.61,    -62:36:48.3
    10:55:44.71,    -69:05:11.4
    10:56:43.79,    -57:09:34.5
    10:56:25.55,    -62:58:47.6
    10:56:45.980,    -71:17:53.394
    10:57:53.138,    -47:54:57.60
    10:57:58.965,    -52:26:56.26
    10:57:27.4,    -79:14:24.2
    10:58:34.25,    -59:57:36.4
    10:59:00.90,    -57:42:14.2
    11:01:44.96,    -61:01:39.6
    11:01:37.1923,    -64:24:39.332
    11:02,    +65:07
    11:03:33.294,    -54:03:43.245
    11:03:31.48,    -60:25:36.39
    11:04:17.262,    -61:03:03.88
    11:05:24,    -43:57:01
    11:05:26.17,    -61:07:51.4
    11:06:28.44,    -64:39:00.0
    11:07:34.46,    -59:07:18.7
    11:07:58.7,    -59:47:04
    11:07:12.3,    -61:43:59
    11:10:00.40,    -56:37:32.9
    11:11,    +58:52
    11:12:14.81,    -61:03:31.1
    11:12:38.53,    -66:13:04.8
    11:12:51.0,    -69:26:31.0
    11:14:22.52,    -61:00:34.2
    11:15:38.400,    50:30:12.29
    11:15:53.68,    -60:52:17.8
    11:16:43.086,    -41:22:43.96
    11:17:23.81,    -61:54:22
    11:17:45.0,    -64:47:58
    11:19:14.30,    -61:27:49.5
    11:19:40.8,    -79:36:30.3
    11:20:22.40,    -36:18:32.2
    11:21:19.189,    -54:44:05.5
    11:25:58,    +78:23
    11:23:15.651,    -48:44:22.75
    11:23:41.70,    -61:02:06.2
    11:23:55.549,    -62:59:10.74
    11:23:52.210,    -66:51:49.07
    11:24,    -36:00
    11:24:56.47,    -56:38:39.7
    11:24:39.0,    -59:16:19
    11:24:59.5,    -64:21:17
    11:25:44.36564,    -58:25:16.8798
    11:25:55.2180,    -60:14:06.608
    11:26,    -27:37
    11:26:52.608,    -60:54:39.96
    11:26:21.67,    -69:42:15.3
    11:28:46.7,    -62:19:09
    11:29:21,    -53:31
    11:30:16.33,    -58:26:02.3
    11:30:10.44,    -59:25:34.1
    11:30:31.913,    -68:07:28.52
    11:32:33,    -46:55:06
    11:32:15.74,    -56:27:28.9
    11:33:51.45,    -62:50:50.6
    11:35:56,    -49:25:31
    11:35,    -60:55
    11:36:03.2477,    15:51:04.48
    11:36:02.17,    -55:25:08.3
    11:37:32.089,    -67:00:33.01
    11:38:21.62,    -62:07:59.3
    11:41:25.629,    -31:07:52.6
    11:41:07.0140,    -65:45:19.1131
    11:42,    +01:19
    11:42:52.5,    -62:30:03.9
    11:43:15.065,    -51:58:39.89
    11:43:09.79,    -55:36:04.5
    11:44:34.8,    -61:46:49
    11:44:02.11,    -62:17:30.3
    11:46:07.74,    -60:30:59.4
    11:47,-66
    11:48:28.53,    -57:25:12.6
    11:48:37.8,    -64:15:33
    11:51:56.86,    -61:08:17.6
    11:52:10.0,    -58:00:34
    11:52:53.8,    -60:12:21
    11:53,    -21:18
    11:54:20.1,    -62:50:02.7
    11:56:07.45,    -57:07:01.9
    11:56:21.5,    -59:09:12.3
    11:57:08.166,    -51:12:56.14
    11:57:15.240,    -62:24:50.87
    11:59:21.7,    -64:09:57
    11:59:35.71,    -79:10:05.6
    12:01:23.01,    -63:06:59.5
    12:02:28.403,    -58:20:33.4
    12:04:36.72,    -68:43:17.19
    12:07:21.81,    -50:50:30.3
    12:10:00.91,    -52:26:28.4
    12:10:05.988,    -55:59:03.92
    12:10:42.0,    -65:50:04.6
    12:11:24.18,    -63:24:45.2
    12:14:08.42,    -58:30:25.9
    12:15:00.62,    -53:28:31.6
    12:16:20,    -50:27:01
    12:16:41.89,    -62:23:57.8
    12:16:07.3396,    -64:10:09.226
    12:20:17.86,    -63:18:46.5
    12:22:52.3,    -57:38:20
    12:24:44.25,    -62:08:41.1
    12:24:22.185,    -64:07:53.91
    12:25:43.827,    -55:56:43.14
    12:25:28.63,    -60:35:37.6
    12:25:42.8,    -64:08:43
    12:26:50,    -32:27
    12:27:58.724,    -48:53:42.741
    12:27:00.4413,    -62:08:43.789
    12:27:12,    -63:09
    12:31:11.3132,    -14:11:43.63
    12:31:45.76,    -46:09:45.2
    12:31:13.0,    -63:03:18
    12:32:19.1,    -47:42:50.9
    12:32:17.840,    -65:01:03.33
    12:33:31.5,    -63:12:29
    12:33:39.9,    -63:44:55
    12:35:19,    -55:16
    12:35:57.72,    -63:54:30.4
    12:36:59.15,    -50:33:36.3
    12:37:25.9,    -67:25:33.9
    12:39:40.4614,    24:53:49.29
    12:39:59.0,    -68:32:27.7
    12:40:17.61,    -41:24:51.7
    12:43:35.38,    -57:35:42.8
    12:43:17.158,    -64:23:23.85
    12:44:11.48,    -50:53:20.6
    12:44:47.693,    -63:59:47.4
    12:44:38.3,    -65:31:12
    12:45:21.12,    -62:38:55.9
    12:46:38,    +22:53
    12:48:46.36,    -63:44:09.6
    12:48:32.87,    -64:44:00.0
    12:49:54.32,    -65:07:19.8
    12:51:52.94,    -74:07:15.04
    12:52:42.62,    -63:14:32.7
    12:53:28.342,    -58:20:40.89
    12:54:32.48,    -61:50:50.8
    12:55:54.86,    -61:31:10.1
    12:55:18,    -62:48
    12:59:22.7,    -67:41:40
    13:00:03.5767,    +12:40:56.4721
    13:01:38.26,    +08:33:57.5
    13:01:45.76,    -63:05:33.9
    13:01:28.30,    -63:10:40.5
    13:02,    -32:00
    13:02:04,    -63:44:53
    13:02:19.2,    -63:13:29
    13:02:47.6426,    -63:50:08.665
    13:03:00.02,    -63:05:00.8
    13:05:20.9,    -62:03:21.6
    13:05:28.0,    -62:56:39
    13:05:23.7,    -64:55:26.3
    13:05:36,    -66:39
    13:06:44.6,    -62:42:03
    13:06:38.19,    -66:17:21.8
    13:07:54.7,    -63:18:35
    13:07:41,    -67:03:27
    13:08:48.27,    +21:27:06.78
    13:08:44.589,    -46:50:29.7
    13:08:21.08,    -58:44:13.8
    13:09:16.6,    -64:15:59
    13:09:00.29,    -65:26:16.6
    13:11:45.7242,    -34:30:30.350
    13:12,    +00:51
    13:12:55,    +18:10
    13:12:04.6,    -54:02:42
    13:12:53.83,    -55:16:47.1
    13:12:07.16,    -64:00:55.6
    13:13:23.0,    +09:31:56
    13:14:23.4,    -61:01:16
    13:16:46.3,    -62:32:12.2
    13:17:46.29,    -57:59:30.5
    13:17:44.69,    -63:02:52.2
    13:19:20.29,    -60:56:46.67
    13:19:26.32,    -61:05:26.2
    13:20:12.68,    -35:12:26.0
    13:20:53.922,    -53:59:06.38
    13:20,    +67:30
    13:21:39.56,    -59:22:52.1
    13:21:46.18,    83:23:38.92
    13:22:54,    -62:51
    13:22:32.15,    -62:41:53.5
    13:22:18.0,    -63:29:37
    13:24:43.9,    -61:46:00
    13:24:13.65,    -63:02:21.1
    13:26:58.27,    -58:59:29.1
    13:26:32.6,    -64:08:44
    13:26:03.2,    -67:00:51
    13:27:57.5880,    -07:55:29.80
    13:27:17.4,    -62:22:44.6
    13:27:07.47,    -63:01:15.39
    13:27:10.27,    -64:00:13.1
    13:28:06.432,    -43:57:44.12
    13:28:33.58,    -49:21:33.4
    13:29:03.3,    -61:58:59
    13:31:00.01,    -52:45:25.4
    13:32,    -03:26
    13:33:44.829,    -44:49:26.22
    13:34:30.1091,    -58:39:16.545
    13:35:36,    -36:42
    13:37:20.35,    -63:06:23.3
    13:37:31.883,    -64:23:04.915
    13:38:09.35,    -62:04:18.7
    13:39:56.5886,    -47:12:05.52
    13:39:56.6,    -66:18:07.8
    13:40:00.32,    -64:56:42.9
    13:41:07.37,    -60:23:34.7
    13:41:42.63,    -62:20:20.7
    13:42:11,    +28:22:32
    13:42:11.0871,    +28:22:40.141
    13:42:11,    +28:22:32
    13:42:10.2,    +28:22:36
    13:44:39.6,    -60:59:31
    13:45:44.43,    -61:15:30.6
    13:46:22.35,    -49:18:07.2
    13:47:19.38,    -59:47:39.8
    13:48:42.4,    -63:07:4
    13:49:36.65,    -61:30:17.1
    13:49:18,    -63:56
    13:50:16.118,    -51:15:24.77
    13:52:34.45,    -68:03:37.1
    13:54:35,    -62:49:30
    13:55:58.68,    -51:53:53.8
    13:55:36.95,    -57:47:15
    13:55:59.11,    -59:25:00.9
    13:55:21.34,    -62:06:20.1
    13:56:50.558,    -55:21:12.96
    13:57:25,    -62:28
    13:57:02.43,    -64:29:30.2
    13:58:42,    -25:33
    13:59:58.22,    -60:38:08.0
    14:00:30.34,    -14:38:14.4
    14:00:45.69,    -63:25:42.6
    14:01:52.48,    -63:57:45.54
    14:02:57,    -51:24
    14:03:14.0,    -63:10:27
    14:03:04.1,    -76:46:57.5
    14:04:40,    +12:03
    14:05:21.4255,    -46:56:02.31
    14:05:12.41,    -56:41:24.2
    14:06:01.2,    -58:06:32
    14:06:50.04,    -61:21:27.9
    14:07:58.64,    -60:48:58.8
    14:07:56.5,    -61:53:59
    14:09:16.9,    -69:53:34.4
    14:10:24,    -61:32
    14:10:07.370,    -74:04:53.32
    14:12:59.62,    -61:11:30.5
    14:12:07.69,    -61:45:28.8
    14:12:55.84,    +79:22:03.7
    14:13:09.87,    -61:41:13
    14:13:29.9,    -62:05:38
    14:13:05.47,    -62:22:27.8
    14:13:31.316,    -63:07:35.45
    14:14:25.7,    -68:02:58
    14:15:31.27,    -66:21:12.2
    14:16:44.6,    -50:33:17
    14:16:30.59,    -60:37:59.5
    14:18:50.283,    -39:21:18.51
    14:18:32.3,    -59:45:00
    14:18:42.7,    -60:57:49
    14:20:29.1,    -54:16:23
    14:20:03.062,    -56:25:55.00
    14:20:08.237,    -60:48:16.43
    14:22:27.07,    -61:38:28
    14:23:26.79,    -69:53:42.82
    14:24:12.76,    -55:56:13.9
    14:24:23,    -56:40:47
    14:24:32.11,    -58:22:56.0
    14:24:59.2,    -64:38:10.0
    14:25:36.56,    -57:23:30.8
    14:25:59.11,    -57:59:10.2
    14:25:07.7,    -62:10:04.9
    14:27:50.770,    -41:58:56.3
    14:28:26.297,    -55:30:50.2
    14:29:58.6,    -59:11:36.6
    14:29:25.90,    -59:35:58.9
    14:30:40.872,    -66:23:05.04
    14:31:44.6177,    -47:15:27.574
    14:31:03.4953,    -57:40:11.670
    14:32:52.27,    -50:32:17.3
    14:33:13.18,    -60:38:34.7
    14:34:05.3,    -60:06:29.0
    14:34:39.1,    -60:29:49
    14:33:59.7370,    +72:57:26.512
    14:35:00.36,    -59:54:49.2
    14:35:20.2765,    -61:00:57.956
    14:37:01.91,    -59:59:01.4
    14:37:15.31,    -61:46:02.0
    14:39:39.7420,    -55:01:23.621
    14:39,    +76:55
    14:40:31.307,    -63:44:47.6
    14:41:44.3,    -61:37:24
    14:43:26.97,    -51:22:26
    14:44:46.5,    -59:41:19
    14:44:06.02,    -60:26:09.4
    14:46:35.71391,    -47:01:26.7675
    14:49:25.43,    -58:46:40.4
    14:52:52.58,    -58:51:13.3
    14:52:51.898,    -60:36:31.35
    14:53:45.7175,    +19:02:12.224
    14:53:32.737,    -64:13:15.59
    14:54:10.908,    -58:46:34.74
    14:55:47.97069,    -33:30:46.3833
    14:55:06,    -59:23
    14:56:00.158,    -68:43:39.25
    14:57:40.19,    -51:22:53
    14:57:39.0,    -59:00:51
    14:57:31.9,    -59:02:04
    14:59:29.99,    -60:53:20.7
    15:01:44.9558,    -00:46:23.52
    15:01:51.0,    -56:37:48
    15:02:57.389,    -56:53:39.21
    15:02:43.8,    -58:28:42
    15:02:29.84,    -61:28:50.3
    15:02:18.615,    -67:52:16.759
    15:03:54.60,    +21:11:09.3
    15:04:49.14,    -56:21:32
    15:06:39.5,    -51:58:10
    15:07:34.18,    -43:52:03.2
    15:07:48.66,    -66:40:57.1
    15:09:25.6298,    +55:31:32.394
    15:09:27.13,    -58:50:56.1
    15:09:07.5,    -60:15:18.6
    15:10:48.9,    -44:22:07
    15:11:51.308,    -54:14:40.3
    15:11:07.0,    -58:35:28
    15:12:05.7,    -54:31:19
    15:12:43.026,    -57:59:59.8
    15:13:58.99,    -57:39:01.4
    15:13:55.62,    -59:08:09.0
    15:13:44.78,    -59:46:31.9
    15:14:14.56,    -48:34:19.5
    15:14:19.1141,    -49:46:15.516
    15:14:59.10,    -59:25:43.3
    15:15:09.3,    -57:20:49
    15:17:27.34,    -43:56:17.9
    15:17:29.376,    -46:36:00.6
    15:18:33.3176,    02:05:27.55
    15:18:31.458,    02:05:15.47
    15:18:32.788893,    +02:04:47.8153
    15:18:34,    +02:04:58
    15:18:34,    +02:04:58
    15:18:59.1104,    -06:27:07.70
    15:18:16.799084,    49:04:34.25119
    15:18:13.50,    -54:15:45.0
    15:19:47.59,    -57:34:13.6
    15:19:35.81,    -61:06:54.6
    15:19:09.56,    -63:08:19.5
    15:22:06.7,    -55:25:17.5
    15:22:05.3,    -57:35:00
    15:22:42.27,    -58:29:02.7
    15:24:49.86,    -56:25:23.4
    15:24:21.43,    -57:06:35
    15:24:24.65,    -58:19:14.1
    15:25:28.35,    -54:17:20
    15:25:36.064,    -55:23:27.2
    15:25:28.1340,    -55:45:49.842
    15:25:41.45,    -56:05:13
    15:26:41.2,    -56:33:43
    15:27:58.93,    -39:31:35
    15:27:40.9,    -55:52:07
    15:28:34.9542,    -31:46:06.836
    15:28:08.033,    -41:09:28.8
    15:28:39.18,    -55:47:23
    15:29:15.1066,    -38:28:45.85
    15:29:57.6,    -53:55:36
    15:29:35.8,    -56:11:29
    15:30:26.87,    -53:27:56.3
    15:30:52,    -63:43:33
    15:31:08.05,    -40:12:30.9
    15:31:27.91,    -56:10:55.0
    15:32:35.5,    -53:08:06
    15:32:18,    -56:32
    15:34:52.00,    -44:28:09.4
    15:34:08,    -46:14
    15:34:08.37,    -53:34:19.3
    15:34:33.59,    -54:05:39.7
    15:35:17.07,    -41:14:03.1
    15:35:55.92,    -44:15:08.4
    15:35:58.26,    -54:50:26
    15:35:16.76,    -58:48:27.7
    15:36:17.382,    -36:02:58.8
    15:36,    -49:48
    15:36:04.82,    -54:33:15
    15:36:17.72,    -59:07:03.6
    15:37:09.961730,    +11:55:55.43387
    15:37:28.2,    -49:12:03
    15:37:15.73,    -51:53:06
    15:37:51.0,    -56:45:4
    15:38:06.07,    +23:45:04.0
    15:38:48.95,    -54:38:17
    15:38:40.83,    -55:19:46
    15:38:45.03,    -55:51:36.9
    15:38:43.29,    -56:21:55.5
    15:38:05.7,    -56:38:12
    15:38:18.18,    -57:32:29.3
    15:38:08.41,    -57:50:17.1
    15:39:40.84,    -48:28:57
    15:39:07.97,    -55:21:11.2
    15:39:13.96,    -56:26:25.4
