1.520000,18.583056
1.757083,73.052056
3.573958,47.775944
5.820330,9.389964
5.959805,-72.075415
6.057831,-72.078845
6.046265,-72.088927
6.016058,-72.078557
6.033161,-72.077692
6.027923,-72.068554
6.033054,-72.077686
5.997531,-72.066331
6.015713,-72.082476
5.977032,-72.091872
6.038277,-72.074689
6.019380,-72.081599
6.023625,-72.081283
6.068705,-72.073654
6.023625,-72.081283
6.016575,-72.078428
6.035617,-72.077479
6.040980,-72.066577
6.023625,-72.081283
6.025292,-72.080283
6.023625,-72.081283
6.023625,-72.081283
6.023625,-72.081283
6.710671,63.333575
8.250000,57.000000
8.250000,61.000000
8.536960,-7.364836
8.500000,69.716667
11.357042,-70.701972
11.396500,-73.317500
12.875417,4.380278
13.250000,69.650000
13.500000,66.000000
13.616667,69.433333
14.433333,-72.021944
14.500000,61.416667
14.750000,50.033333
15.179292,-72.192667
15.296318,-64.375047
15.750000,48.000000
15.904167,54.033333
16.604417,48.931056
17.034779,-14.530608
17.869875,-71.529667
18.000000,66.366667
18.296208,-72.342278
21.500000,62.583333
22.868792,-73.169261
23.385250,-69.958244
24.000000,63.700000
24.349500,16.911694
24.910667,56.360222
24.832250,58.242172
25.250000,63.133333
26.593417,61.750778
26.936024,59.367581
27.844587,-6.584111
28.098875,9.802778
28.045223,-16.631386
29.620833,21.133333
30.422267,70.088364
31.408010,64.828148
31.505283,-40.467869
32.995833,-81.993389
33.217500,52.379167
33.730297,52.378042
34.526494,42.538160
37.262500,20.966667
40.441667,16.066667
40.645833,62.947222
40.750000,60.450000
41.212500,14.450000
42.077571,60.359644
43.984254,-53.072600
46.137979,19.547611
47.000000,74.000000
50.860908,39.748028
51.231083,52.658694
51.500000,67.816667
52.285625,16.900556
53.247367,54.578769
53.187500,79.166667
54.432608,17.254119
54.750000,66.733333
55.097034,41.512581
55.250000,57.183333
55.866417,-30.007639
57.181829,4.536516
59.468750,32.090278
59.500000,42.100000
59.723819,54.220480
59.500000,66.666667
60.465333,-76.137167
61.625342,61.644733
61.978912,16.121222
62.000000,55.000000
62.000000,55.000000
62.662500,-31.124722
63.250000,58.000000
64.429167,35.750000
64.250000,61.133333
64.517500,-41.903000
64.641112,57.539697
64.750000,44.000000
65.008125,-50.380028
66.528388,49.560683
68.891667,27.733333
69.316234,-47.252531
71.750000,-4.583333
72.273625,-70.525472
72.536587,-12.801972
72.958333,-67.300000
73.142107,-17.989825
73.439224,15.989252
73.532294,55.728177
73.948125,-69.859528
74.125000,-69.166667
74.010417,-70.518500
74.275000,23.566667
74.282458,-63.625111
74.258333,-69.766667
74.654671,-5.084750
